ID_Audio,Referencia,Whisper,Latencia_Whisper,Duracion_s,Vosk,Latencia_Vosk
spontaneous-speech-es-83354.wav,"En unos casos será beneficiosa, pero en otros no porque van a suplementar al ser humano.",en unos casos será beneficiosa pero en otros no porque van a a suplementar el ser humano.,3.2964701999735553,13.176,en unos en unos casos será beneficiosa pero en otros no porque va a suplementar el ser humano,3.797151600010693
spontaneous-speech-es-83357.wav,es como tribuimos con este programa porque nos lo exige el colegio de la Ayunte Galicia.,No atribuimos con este programa porque nos los exige el colegio y las suntegalices.,3.257490100018913,8.46,contribuimos con este programa porque nos lo exige el colegio resulte galicia,3.03154659998836
spontaneous-speech-es-83360.wav,"Cada día, que pasa se aprende algo del mundo y de las personas.","La Día, ¿qué pasa se aprende algo de mundo y de las personas?",2.8593693999864627,7.02,cada día que pasa se aprende algo de mundo y de las personas,1.77500350002083
spontaneous-speech-es-83362.wav,desayuna y ir a trabajar y estudiar.,Desayuna y la trabajar y estudiar.,2.647669900004985,3.348,desayunar ir a trabajar y estudiar,1.0879871000070125
spontaneous-speech-es-83364.wav,¿Cómo? Un... Un... una marca No tan cara que sea buena,"¿Coba? Un... una marca, no tan cara que sea buena.",2.902220699994359,6.84,todo o una marca no tan cara que sea buena,2.21386300001177
spontaneous-speech-es-83365.wav,Pasear y algunas veces descansar.,Pasear y algunas veces descansar.,2.5406367999967188,4.428,pasear y algunas veces descansar,1.1524095000058878
spontaneous-speech-es-83368.wav,"Muy bonita y sencilla, es lo mejor que se puede hacer.",muy bonita y sencilla en lo mejor que se puede hacer,2.728623700008029,5.256,muy bonita y sencilla es lo mejor que se puede hacer,1.6944762999773957
spontaneous-speech-es-83371.wav,Anecdotas de los crecimientos de cada uno y de las experiencias vividas.,al mec dotas en los crecimientos de cada uno y de las experiencias pibidas,2.898592899990035,5.256,esta anécdota hace los crecimientos de cada uno y de las experiencias vividas,2.079716100008227
spontaneous-speech-es-83373.wav,¡Las perros y los gatos!,A las próximas datos.,18.14307620000909,2.52,los perros y los gatos,1.0318590000097174
spontaneous-speech-es-83375.wav,¡Muy poco!,Un motherfucker,14.508377900026971,3.528,muy poco,0.9137268000049517
spontaneous-speech-es-83376.wav,sí,SII,13.433903700002702,3.708,sí,0.9428033000149298
spontaneous-speech-es-83379.wav,Dormir.,Dormís.,2.3291346000041813,1.728,dormir,0.47251580000738613
spontaneous-speech-es-83381.wav,jugar o jugar con la tablet,jugar o jugar con la tanda,2.5460311000060756,5.688,jugar o jugar con la carne,2.3666970999911427
spontaneous-speech-es-83386.wav,decorando su casa.,Decorando su casa.,2.7088042999967,2.376,decorando su casa,0.7446227000036743
spontaneous-speech-es-83388.wav,una buena educación.,abvernado cafil,13.93354499997804,2.268,la buena educación s,0.8113334999943618
spontaneous-speech-es-83391.wav,respetar y ayudar y ayudar a nuestros vecinos.,respetaré a ayudar a nuestros vecinos,2.3099154999945313,7.776,respetar y ayudar y ayudar a nuestros vecinos,2.0964088999899104
spontaneous-speech-es-83393.wav,¡U Lamborghini!,ULAMBORGEMI,2.234583300014492,3.276,o lamborghini,0.9500697999901604
